Employee_ID,Agency,Job_Grade,Employment_Type,Hire_Date,Gender,Age_Group
EMP00822,Finance,Junior,Full-time,2021-05-30,Non-binary,26-35
EMP00823,Marketing,Lead,Part-time,2021-07-16,Male,56+
EMP00824,Legal,Lead,Full-time,2021-09-12,Non-binary,56+
EMP00825,Customer Service,Senior,Full-time,2021-07-23,Non-binary,56+
EMP00826,Legal,Senior,Full-time,2022-04-30,Female,26-35
EMP00827,Operations,Junior,Full-time,2021-02-13,Male,26-35
EMP00828,IT,Director,Full-time,2021-02-23,Female,26-35
EMP00829,Marketing,Senior,Full-time,2021-06-21,Male,18-25
EMP00830,Customer Service,Senior,Full-time,2021-02-13,Male,26-35
EMP00831,Operations,Senior,Full-time,2022-05-27,Non-binary,18-25
EMP00832,HR,Senior,Part-time,2021-12-31,Male,26-35
EMP00833,Sales,Lead,Full-time,2021-11-21,Male,18-25
EMP00834,Sales,Senior,Full-time,2022-01-22,Male,26-35
EMP00835,Marketing,Mid,Full-time,2022-03-25,Non-binary,26-35
EMP00836,Sales,Senior,Full-time,2021-12-23,Non-binary,56+
EMP00837,HR,Junior,Full-time,2022-07-22,Female,46-55
EMP00838,Sales,Mid,Part-time,2022-07-09,Non-binary,26-35
EMP00839,Finance,Senior,Full-time,2021-07-09,Non-binary,26-35
EMP00840,Legal,Junior,Full-time,2021-03-06,Non-binary,26-35
EMP00841,Sales,Mid,Full-time,2021-10-17,Male,36-45
EMP00842,Finance,Lead,Full-time,2021-03-10,Male,26-35
EMP00843,IT,Junior,Full-time,2022-05-13,Female,36-45
EMP00844,Marketing,Junior,Full-time,2022-06-23,Non-binary,18-25
EMP00845,Customer Service,Manager,Part-time,2021-08-02,Female,46-55
EMP00846,Sales,Senior,Contract,2021-03-04,Female,46-55
EMP00847,Finance,Lead,Full-time,2022-12-27,Male,36-45
EMP00848,Operations,Manager,Temporary,2021-11-08,Male,18-25
EMP00849,Legal,Junior,Full-time,2021-08-25,Male,36-45
EMP00850,Legal,Senior,Part-time,2021-07-03,Non-binary,26-35
EMP00851,Legal,Manager,Full-time,2022-04-15,Male,36-45
EMP00852,Sales,Senior,Full-time,2022-06-01,Non-binary,26-35
EMP00853,Sales,Senior,Temporary,2021-12-27,Female,26-35
EMP00854,Legal,Lead,Full-time,2022-10-11,Male,36-45
EMP00855,Legal,Lead,Contract,2021-08-08,Female,26-35
EMP00856,Customer Service,Manager,Full-time,2022-04-09,Male,56+
EMP00857,Finance,Mid,Temporary,2022-09-03,Female,18-25
EMP00858,IT,Lead,Full-time,2021-08-16,Non-binary,46-55
EMP00859,HR,Junior,Full-time,2022-07-21,Male,18-25
EMP00860,IT,Junior,Part-time,2022-01-11,Male,36-45
EMP00861,IT,Senior,Part-time,2022-08-06,Female,26-35
EMP00862,Operations,Senior,Full-time,2022-12-08,Non-binary,46-55
EMP00863,Operations,Lead,Contract,2022-01-26,Female,26-35
EMP00864,Legal,Manager,Full-time,2022-03-21,Male,36-45
EMP00865,Finance,Senior,Full-time,2022-09-09,Male,26-35
EMP00866,Sales,Mid,Full-time,2021-02-12,Non-binary,36-45
EMP00867,Finance,Senior,Temporary,2021-06-06,Female,46-55
EMP00868,Operations,Junior,Full-time,2022-08-13,Female,18-25
EMP00869,Operations,Mid,Part-time,2021-12-11,Non-binary,26-35
EMP00870,Legal,Mid,Part-time,2021-03-29,Male,46-55
EMP00871,IT,Mid,Full-time,2022-05-08,Male,36-45
EMP00872,IT,Junior,Full-time,2022-06-21,Female,26-35
EMP00873,Operations,Junior,Full-time,2022-08-13,Female,26-35
EMP00874,Sales,Senior,Full-time,2021-11-25,Female,26-35
EMP00875,Customer Service,Senior,Full-time,2021-12-25,Male,26-35
EMP00876,HR,Lead,Contract,2022-01-18,Male,36-45
EMP00877,HR,Lead,Part-time,2021-09-06,Male,26-35
EMP00878,Marketing,Mid,Full-time,2021-04-24,Male,36-45
EMP00879,IT,Mid,Part-time,2021-08-05,Non-binary,26-35
EMP00880,Finance,Mid,Contract,2021-05-25,Non-binary,18-25
EMP00881,Finance,Junior,Part-time,2021-06-24,Non-binary,26-35
EMP00882,Finance,Junior,Full-time,2022-04-22,Non-binary,46-55
EMP00883,Sales,Lead,Full-time,2022-11-07,Non-binary,26-35
EMP00884,Operations,Manager,Full-time,2022-01-25,Non-binary,36-45
EMP00885,IT,Mid,Full-time,2021-07-10,Non-binary,18-25
EMP00886,Marketing,Mid,Full-time,2021-09-11,Male,18-25
EMP00887,Sales,Mid,Full-time,2022-12-02,Non-binary,26-35
EMP00888,Marketing,Manager,Contract,2021-03-05,Male,56+
EMP00889,IT,Junior,Contract,2021-10-14,Non-binary,18-25
EMP00890,IT,Mid,Full-time,2022-01-27,Female,56+
EMP00891,Sales,Mid,Full-time,2022-09-12,Non-binary,18-25
EMP00892,IT,Lead,Full-time,2022-07-09,Non-binary,46-55
EMP00893,Legal,Director,Temporary,2021-05-19,Male,36-45
EMP00894,HR,Mid,Full-time,2022-08-02,Non-binary,18-25
EMP00895,HR,Senior,Part-time,2021-11-22,Female,56+
EMP00896,Customer Service,Senior,Part-time,2021-11-07,Non-binary,56+
EMP00897,HR,Lead,Full-time,2021-10-08,Male,18-25
EMP00898,Marketing,Senior,Full-time,2022-09-19,Non-binary,26-35
EMP00899,Finance,Mid,Full-time,2022-12-05,Female,18-25
EMP00900,Customer Service,Senior,Full-time,2022-09-12,Female,26-35
EMP00901,HR,Junior,Full-time,2021-05-21,Male,56+
EMP00902,IT,Senior,Temporary,2022-02-27,Male,18-25
EMP00903,Customer Service,Senior,Contract,2022-03-26,Male,26-35
EMP00904,Legal,Senior,Full-time,2021-02-12,Non-binary,36-45
EMP00905,Finance,Mid,Full-time,2022-07-04,Male,46-55
EMP00906,Legal,Director,Full-time,2021-09-09,Female,36-45
EMP00907,Finance,Junior,Full-time,2022-10-08,Female,46-55
EMP00908,Customer Service,Junior,Full-time,2021-10-20,Male,36-45
EMP00909,Customer Service,Lead,Full-time,2021-05-26,Non-binary,36-45
EMP00910,HR,Mid,Full-time,2021-07-04,Male,26-35
EMP00911,IT,Manager,Full-time,2022-08-28,Female,36-45
EMP00912,HR,Senior,Full-time,2022-12-30,Male,36-45
EMP00913,Sales,Junior,Part-time,2022-10-12,Non-binary,46-55
EMP00914,HR,Mid,Full-time,2022-06-08,Male,56+
EMP00915,HR,Junior,Full-time,2022-08-03,Non-binary,18-25
EMP00916,Marketing,Senior,Temporary,2021-11-12,Female,36-45
EMP00917,HR,Manager,Full-time,2021-05-01,Female,18-25
EMP00918,Customer Service,Mid,Full-time,2022-05-25,Female,26-35
EMP00919,Customer Service,Mid,Full-time,2022-08-26,Non-binary,36-45
EMP00920,Marketing,Senior,Full-time,2021-09-08,Male,18-25
EMP00921,Finance,Senior,Full-time,2021-06-01,Male,36-45
EMP00922,Marketing,Mid,Full-time,2022-09-10,Male,26-35
EMP00923,HR,Senior,Full-time,2021-07-02,Non-binary,36-45
EMP00924,HR,Manager,Part-time,2022-08-10,Female,56+
EMP00925,Marketing,Mid,Contract,2021-04-06,Male,46-55
EMP00926,Operations,Junior,Full-time,2022-07-18,Non-binary,46-55
EMP00927,Legal,Mid,Full-time,2021-12-04,Non-binary,18-25
EMP00928,Operations,Mid,Full-time,2022-08-09,Non-binary,26-35
EMP00929,Sales,Junior,Full-time,2022-09-16,Non-binary,26-35
EMP00930,Customer Service,Mid,Full-time,2021-05-13,Female,46-55
EMP00931,IT,Senior,Temporary,2022-09-17,Male,18-25
EMP00932,Operations,Senior,Full-time,2022-04-22,Non-binary,56+
EMP00933,Finance,Mid,Full-time,2022-02-28,Non-binary,26-35
EMP00934,IT,Senior,Full-time,2022-10-18,Male,26-35
EMP00935,Sales,Lead,Full-time,2022-06-03,Female,26-35
EMP00936,Finance,Lead,Full-time,2022-08-06,Female,56+
EMP00937,Customer Service,Lead,Full-time,2022-05-06,Female,26-35
EMP00938,Sales,Mid,Part-time,2022-04-17,Non-binary,18-25
EMP00939,Marketing,Senior,Full-time,2022-06-18,Non-binary,36-45
EMP00940,Sales,Lead,Contract,2021-08-02,Female,18-25
EMP00941,Marketing,Lead,Full-time,2021-06-02,Female,36-45
EMP00942,Legal,Junior,Full-time,2021-06-19,Female,36-45
EMP00943,Finance,Junior,Full-time,2021-11-19,Male,26-35
EMP00944,IT,Mid,Full-time,2021-11-06,Female,46-55
EMP00945,Operations,Mid,Full-time,2021-07-26,Female,56+
EMP00946,IT,Mid,Full-time,2021-06-07,Non-binary,26-35
EMP00947,HR,Lead,Full-time,2021-12-02,Non-binary,36-45
EMP00948,IT,Senior,Full-time,2021-05-16,Non-binary,46-55
EMP00949,Finance,Mid,Full-time,2021-04-29,Non-binary,46-55
EMP00950,Customer Service,Manager,Full-time,2021-12-08,Non-binary,36-45
EMP00951,Marketing,Senior,Full-time,2021-01-24,Male,26-35
EMP00952,Sales,Lead,Full-time,2021-10-11,Female,18-25
EMP00953,Operations,Junior,Full-time,2021-10-08,Non-binary,18-25
EMP00954,Sales,Mid,Full-time,2022-07-10,Non-binary,46-55
EMP00955,IT,Junior,Full-time,2022-08-11,Female,36-45
EMP00956,HR,Junior,Contract,2021-02-21,Male,18-25
EMP00957,Operations,Mid,Full-time,2021-02-25,Non-binary,46-55
EMP00958,Customer Service,Senior,Full-time,2022-10-07,Male,36-45
EMP00959,Operations,Director,Part-time,2022-11-18,Female,36-45
EMP00960,Customer Service,Junior,Full-time,2021-04-06,Non-binary,36-45
EMP00961,Customer Service,Junior,Full-time,2022-04-22,Non-binary,26-35
EMP00962,Legal,Junior,Contract,2022-01-08,Female,46-55
EMP00963,Customer Service,Mid,Full-time,2021-11-29,Male,26-35
EMP00964,HR,Junior,Full-time,2022-04-18,Non-binary,18-25
EMP00965,Legal,Lead,Part-time,2021-04-16,Female,36-45
EMP00966,Marketing,Mid,Full-time,2021-03-14,Female,26-35
EMP00967,HR,Director,Full-time,2021-09-07,Female,26-35
EMP00968,Legal,Lead,Full-time,2022-12-12,Female,36-45
EMP00969,HR,Senior,Full-time,2021-08-30,Non-binary,36-45
EMP00970,Operations,Senior,Full-time,2022-05-14,Non-binary,18-25
EMP00971,HR,Mid,Full-time,2022-04-01,Non-binary,18-25
EMP00972,Legal,Mid,Full-time,2022-09-03,Male,18-25
EMP00973,Finance,Lead,Full-time,2021-05-23,Female,36-45
EMP00974,Customer Service,Junior,Full-time,2022-02-04,Female,26-35
EMP00975,Marketing,Manager,Contract,2022-11-27,Non-binary,56+
EMP00976,Operations,Senior,Full-time,2021-12-19,Non-binary,26-35
EMP00977,Marketing,Junior,Contract,2021-05-11,Male,18-25
EMP00978,Sales,Junior,Full-time,2022-07-28,Male,26-35
EMP00979,Legal,Senior,Part-time,2022-12-21,Female,26-35
EMP00980,IT,Senior,Full-time,2022-07-13,Male,36-45
EMP00981,Legal,Junior,Temporary,2022-01-04,Non-binary,18-25
EMP00982,Operations,Senior,Full-time,2021-01-12,Female,36-45
EMP00983,Operations,Junior,Part-time,2021-05-20,Female,46-55
EMP00984,Legal,Senior,Full-time,2022-12-14,Female,36-45
EMP00985,Legal,Mid,Full-time,2022-04-06,Non-binary,18-25
EMP00986,IT,Senior,Full-time,2022-05-26,Non-binary,36-45
EMP00987,Finance,Senior,Part-time,2021-02-04,Male,36-45
EMP00988,Operations,Junior,Part-time,2022-12-09,Female,26-35
EMP00989,Operations,Junior,Full-time,2021-03-22,Non-binary,56+
EMP00990,Marketing,Senior,Contract,2021-03-21,Non-binary,46-55
EMP00991,Customer Service,Mid,Full-time,2022-04-26,Non-binary,26-35
EMP00992,Marketing,Junior,Full-time,2021-12-28,Non-binary,36-45
EMP00993,Marketing,Junior,Full-time,2022-08-01,Male,36-45
EMP00994,Marketing,Lead,Full-time,2022-11-04,Female,26-35
EMP00995,Operations,Lead,Full-time,2021-05-10,Male,36-45
EMP00996,Marketing,Junior,Full-time,2021-10-09,Male,56+
EMP00997,Customer Service,Mid,Full-time,2021-06-04,Non-binary,26-35
EMP00998,Finance,Mid,Full-time,2021-07-05,Male,36-45
EMP00999,Customer Service,Lead,Full-time,2021-06-07,Female,26-35
EMP01000,HR,Junior,Part-time,2022-03-27,Female,18-25
EMP01001,Operations,Junior,Full-time,2021-09-28,Female,26-35
EMP01002,IT,Mid,Part-time,2022-06-30,Female,26-35
EMP01003,Legal,Junior,Contract,2022-06-28,Female,26-35
EMP01004,Finance,Junior,Full-time,2021-11-20,Female,56+
EMP01005,Marketing,Mid,Full-time,2022-03-19,Male,26-35
EMP01006,Legal,Mid,Full-time,2022-08-22,Male,36-45
EMP01007,IT,Mid,Full-time,2022-08-26,Male,26-35
EMP01008,Finance,Lead,Full-time,2021-01-11,Male,36-45
EMP01009,Customer Service,Mid,Part-time,2022-12-03,Female,26-35
EMP01010,Operations,Junior,Full-time,2021-01-25,Male,56+
EMP01011,Operations,Senior,Full-time,2022-10-16,Non-binary,18-25
EMP01012,HR,Manager,Full-time,2022-11-04,Female,26-35
EMP01013,Operations,Senior,Contract,2022-11-08,Female,46-55
EMP01014,Sales,Junior,Part-time,2022-12-10,Female,46-55
EMP01015,Legal,Mid,Full-time,2022-01-27,Female,26-35
EMP01016,Customer Service,Director,Full-time,2021-03-13,Female,26-35
EMP01017,Operations,Junior,Part-time,2022-05-19,Male,36-45
EMP01018,Customer Service,Senior,Full-time,2021-04-19,Male,18-25
EMP01019,Customer Service,Junior,Full-time,2021-09-14,Non-binary,36-45
EMP01020,Legal,Junior,Part-time,2021-02-08,Female,36-45
EMP01021,Customer Service,Mid,Full-time,2022-06-12,Non-binary,46-55
EMP01022,IT,Junior,Temporary,2021-03-13,Female,18-25
EMP01023,Sales,Mid,Full-time,2022-07-03,Male,36-45
EMP01024,Operations,Mid,Contract,2022-10-25,Female,18-25
EMP01025,Marketing,Senior,Full-time,2022-04-16,Male,56+
EMP01026,IT,Junior,Full-time,2022-11-08,Male,36-45
EMP01027,Customer Service,Junior,Full-time,2022-01-03,Non-binary,26-35
EMP01028,IT,Junior,Temporary,2021-02-06,Male,26-35
EMP01029,Marketing,Mid,Temporary,2021-03-06,Female,56+
EMP01030,Finance,Mid,Full-time,2021-01-17,Non-binary,18-25
EMP01031,IT,Lead,Full-time,2021-05-02,Female,56+
EMP01032,HR,Senior,Full-time,2022-07-04,Male,18-25
EMP01033,Customer Service,Senior,Full-time,2021-05-25,Non-binary,18-25
EMP01034,HR,Junior,Full-time,2022-12-20,Female,46-55
EMP01035,Customer Service,Senior,Part-time,2021-04-10,Male,46-55
EMP01036,Operations,Mid,Part-time,2021-04-19,Male,18-25
EMP01037,Legal,Mid,Part-time,2021-07-27,Non-binary,36-45
EMP01038,Operations,Director,Full-time,2021-11-29,Male,26-35
EMP01039,Finance,Senior,Full-time,2021-08-07,Male,26-35
EMP01040,HR,Senior,Full-time,2022-03-02,Female,26-35
EMP01041,Finance,Junior,Part-time,2022-08-19,Non-binary,36-45
EMP01042,Finance,Manager,Full-time,2021-06-11,Male,26-35
EMP01043,Marketing,Mid,Part-time,2021-04-02,Female,36-45
EMP01044,HR,Senior,Full-time,2021-07-31,Female,26-35
EMP01045,Finance,Senior,Part-time,2021-06-28,Non-binary,56+
EMP01046,Marketing,Mid,Full-time,2022-10-05,Male,26-35
EMP01047,Operations,Senior,Contract,2022-06-27,Non-binary,36-45
EMP01048,IT,Junior,Full-time,2022-04-21,Male,36-45
EMP01049,Customer Service,Junior,Full-time,2022-05-01,Male,18-25
EMP01050,Marketing,Junior,Full-time,2022-01-08,Non-binary,46-55
EMP01051,Finance,Junior,Full-time,2022-04-10,Non-binary,26-35
EMP01052,Customer Service,Mid,Full-time,2021-01-30,Male,36-45
EMP01053,Sales,Mid,Part-time,2022-08-30,Female,26-35
EMP01054,Sales,Junior,Full-time,2021-04-23,Female,46-55
EMP01055,IT,Junior,Full-time,2022-01-20,Male,46-55
EMP01056,IT,Manager,Full-time,2021-05-29,Female,26-35
EMP01057,IT,Senior,Temporary,2022-04-14,Male,26-35
EMP01058,Finance,Junior,Full-time,2021-02-02,Female,26-35
EMP01059,Sales,Junior,Full-time,2021-06-25,Male,46-55
EMP01060,HR,Senior,Full-time,2022-10-16,Male,18-25
EMP01061,Customer Service,Lead,Full-time,2022-06-19,Female,46-55
EMP01062,Finance,Senior,Part-time,2021-10-13,Male,26-35
EMP01063,IT,Manager,Full-time,2022-03-21,Male,56+
EMP01064,Legal,Director,Full-time,2021-01-06,Female,36-45
EMP01065,Finance,Mid,Full-time,2022-06-01,Non-binary,46-55
EMP01066,Customer Service,Junior,Full-time,2022-04-09,Male,36-45
EMP01067,IT,Junior,Full-time,2022-02-21,Non-binary,56+
EMP01068,Customer Service,Senior,Full-time,2021-01-17,Female,46-55
EMP01069,Finance,Director,Full-time,2022-08-21,Male,46-55
EMP01070,HR,Lead,Full-time,2022-02-20,Female,36-45
EMP01071,Operations,Mid,Full-time,2021-01-02,Non-binary,18-25
EMP01072,Marketing,Senior,Full-time,2022-03-13,Non-binary,46-55
EMP01073,Operations,Senior,Full-time,2022-12-03,Male,36-45
EMP01074,Sales,Manager,Full-time,2022-11-22,Female,26-35
EMP01075,Sales,Mid,Full-time,2021-02-11,Non-binary,18-25
EMP01076,IT,Junior,Full-time,2022-12-28,Non-binary,18-25
EMP01077,IT,Lead,Part-time,2022-05-05,Female,26-35
EMP01078,Legal,Junior,Full-time,2021-10-01,Female,26-35
EMP01079,Operations,Mid,Full-time,2022-05-29,Non-binary,46-55
EMP01080,Sales,Lead,Contract,2022-04-08,Male,26-35
EMP01081,Operations,Junior,Contract,2022-04-14,Female,56+
EMP01082,Operations,Junior,Full-time,2021-03-20,Male,26-35
EMP01083,Finance,Junior,Temporary,2021-07-29,Non-binary,56+
EMP01084,Sales,Mid,Part-time,2022-05-01,Male,26-35
EMP01085,Finance,Manager,Full-time,2021-03-06,Non-binary,36-45
EMP01086,Sales,Senior,Part-time,2022-02-26,Female,36-45
EMP01087,Customer Service,Mid,Full-time,2022-12-15,Female,26-35
EMP01088,IT,Mid,Temporary,2021-09-24,Male,18-25
EMP01089,Customer Service,Manager,Full-time,2021-10-19,Male,36-45
EMP01090,HR,Director,Part-time,2021-10-20,Non-binary,56+
EMP01091,HR,Junior,Full-time,2021-06-07,Female,36-45
EMP01092,Marketing,Mid,Full-time,2022-03-28,Non-binary,18-25
EMP01093,Sales,Junior,Full-time,2021-11-21,Male,36-45
EMP01094,Finance,Mid,Full-time,2021-05-05,Male,56+
EMP01095,HR,Junior,Part-time,2021-11-24,Non-binary,26-35
EMP01096,Marketing,Mid,Full-time,2022-12-24,Non-binary,36-45
EMP01097,Customer Service,Mid,Full-time,2022-08-02,Female,56+
EMP01098,Operations,Mid,Full-time,2021-05-23,Male,26-35
EMP01099,Sales,Junior,Full-time,2021-04-05,Non-binary,36-45
EMP01100,IT,Junior,Full-time,2021-10-12,Female,36-45
EMP01101,Legal,Junior,Full-time,2021-03-31,Non-binary,36-45
EMP01102,Sales,Mid,Part-time,2021-02-27,Female,26-35
EMP01103,Finance,Junior,Full-time,2022-01-17,Female,46-55
EMP01104,IT,Senior,Full-time,2021-03-31,Female,46-55
EMP01105,HR,Lead,Temporary,2021-10-23,Female,36-45
EMP01106,HR,Lead,Full-time,2022-03-01,Male,26-35
EMP01107,Sales,Junior,Temporary,2022-05-02,Female,18-25
EMP01108,Marketing,Mid,Full-time,2022-02-24,Non-binary,36-45
EMP01109,IT,Junior,Full-time,2021-05-21,Non-binary,26-35
EMP01110,Marketing,Mid,Part-time,2021-11-06,Male,18-25
EMP01111,HR,Junior,Temporary,2021-01-03,Non-binary,26-35
EMP01112,Marketing,Mid,Full-time,2022-11-01,Non-binary,36-45
EMP01113,Operations,Lead,Full-time,2021-01-30,Male,36-45
EMP01114,Customer Service,Senior,Contract,2022-01-06,Non-binary,36-45
EMP01115,Operations,Mid,Part-time,2022-12-12,Male,46-55
EMP01116,Finance,Junior,Full-time,2021-06-16,Non-binary,18-25
EMP01117,Finance,Junior,Full-time,2021-06-17,Female,18-25
EMP01118,Operations,Mid,Part-time,2021-10-26,Male,46-55
EMP01119,HR,Mid,Contract,2022-09-06,Non-binary,46-55
EMP01120,Sales,Junior,Full-time,2021-10-05,Male,18-25
EMP01121,Marketing,Mid,Full-time,2022-06-15,Female,56+
EMP01122,Operations,Junior,Full-time,2021-06-16,Male,46-55
EMP01123,Operations,Mid,Contract,2022-07-27,Male,46-55
EMP01124,Customer Service,Mid,Full-time,2021-01-18,Male,46-55
EMP01125,Sales,Junior,Full-time,2022-09-04,Non-binary,46-55
EMP01126,HR,Lead,Full-time,2021-08-16,Male,26-35
EMP01127,HR,Director,Full-time,2021-08-03,Male,18-25
EMP01128,Legal,Junior,Full-time,2022-05-11,Non-binary,36-45
EMP01129,Customer Service,Junior,Full-time,2021-03-02,Male,26-35
EMP01130,Operations,Lead,Contract,2021-01-11,Male,36-45
EMP01131,HR,Senior,Full-time,2021-07-24,Male,46-55
EMP01132,Sales,Mid,Contract,2021-10-12,Non-binary,36-45
EMP01133,Operations,Junior,Full-time,2022-06-02,Male,36-45
EMP01134,Marketing,Junior,Part-time,2021-07-16,Male,56+
EMP01135,IT,Manager,Contract,2021-04-12,Female,26-35
EMP01136,HR,Mid,Temporary,2022-08-27,Male,46-55
EMP01137,Legal,Junior,Full-time,2022-01-24,Male,46-55
EMP01138,Operations,Mid,Full-time,2021-11-18,Female,46-55
EMP01139,Marketing,Senior,Full-time,2022-12-23,Female,26-35
EMP01140,Marketing,Mid,Part-time,2022-01-30,Non-binary,56+
EMP01141,IT,Senior,Full-time,2022-03-31,Female,26-35
EMP01142,Customer Service,Manager,Full-time,2021-03-13,Male,56+
EMP01143,Operations,Mid,Full-time,2022-05-19,Non-binary,18-25
EMP01144,Legal,Mid,Full-time,2021-05-27,Male,36-45
EMP01145,Operations,Mid,Full-time,2021-06-22,Male,36-45
EMP01146,Operations,Junior,Full-time,2022-02-18,Female,26-35
EMP01147,Marketing,Lead,Part-time,2023-01-01,Female,26-35
EMP01148,Legal,Director,Full-time,2022-11-14,Male,46-55
EMP01149,Operations,Junior,Full-time,2021-04-21,Non-binary,56+
EMP01150,Operations,Senior,Part-time,2021-01-31,Female,36-45
EMP01151,Legal,Senior,Full-time,2021-07-03,Female,36-45
EMP01152,Operations,Senior,Full-time,2021-04-09,Female,46-55
EMP01153,Marketing,Senior,Full-time,2021-07-26,Female,36-45
EMP01154,Finance,Manager,Full-time,2022-07-08,Female,46-55
EMP01155,Legal,Mid,Contract,2021-05-02,Female,26-35
EMP01156,HR,Senior,Contract,2021-02-03,Female,46-55
EMP01157,Customer Service,Mid,Full-time,2021-06-18,Female,26-35
EMP01158,Customer Service,Senior,Full-time,2021-04-23,Non-binary,26-35
EMP01159,HR,Mid,Full-time,2022-07-30,Female,36-45
EMP01160,Sales,Lead,Full-time,2022-01-22,Male,18-25
EMP01161,HR,Lead,Full-time,2021-02-16,Non-binary,36-45
EMP01162,Sales,Mid,Full-time,2022-10-03,Female,26-35
EMP01163,IT,Junior,Full-time,2021-02-27,Non-binary,18-25
EMP01164,Operations,Lead,Full-time,2022-12-06,Male,18-25
EMP01165,Finance,Mid,Contract,2021-11-30,Non-binary,36-45
EMP01166,Marketing,Junior,Full-time,2022-03-08,Male,56+
EMP01167,Legal,Mid,Full-time,2022-01-22,Female,18-25
EMP01168,IT,Mid,Full-time,2022-11-23,Non-binary,26-35
EMP01169,Marketing,Mid,Full-time,2022-09-22,Female,36-45
EMP01170,IT,Junior,Full-time,2021-03-19,Non-binary,26-35
EMP01171,Operations,Senior,Full-time,2021-08-20,Non-binary,26-35
EMP01172,Customer Service,Mid,Full-time,2021-03-10,Male,36-45
EMP01173,Marketing,Mid,Full-time,2021-11-06,Male,26-35
EMP01174,Customer Service,Senior,Full-time,2021-09-15,Male,36-45
EMP01175,HR,Senior,Full-time,2022-06-13,Non-binary,56+
EMP01176,Legal,Manager,Part-time,2021-10-02,Male,36-45
EMP01177,Customer Service,Junior,Full-time,2022-01-09,Non-binary,46-55
EMP01178,Legal,Mid,Part-time,2022-03-22,Male,36-45
EMP01179,Marketing,Lead,Full-time,2022-02-27,Female,36-45
EMP01180,Legal,Junior,Full-time,2021-08-30,Male,26-35
EMP01181,Customer Service,Mid,Temporary,2021-11-14,Female,36-45
EMP01182,IT,Junior,Full-time,2021-02-07,Female,46-55
EMP01183,HR,Senior,Full-time,2021-10-12,Non-binary,26-35
EMP01184,Finance,Lead,Full-time,2021-01-21,Non-binary,26-35
EMP01185,Legal,Manager,Full-time,2021-03-07,Male,26-35
EMP01186,IT,Junior,Part-time,2021-05-24,Male,36-45
EMP01187,Marketing,Mid,Full-time,2022-08-18,Non-binary,18-25
EMP01188,Sales,Lead,Part-time,2021-11-17,Non-binary,36-45
EMP01189,IT,Junior,Full-time,2022-03-10,Female,26-35
EMP01190,Finance,Mid,Full-time,2021-09-18,Male,26-35
EMP01191,Customer Service,Senior,Temporary,2022-03-10,Male,26-35
EMP01192,Marketing,Junior,Temporary,2022-01-12,Non-binary,18-25
EMP01193,Finance,Senior,Part-time,2022-11-10,Male,26-35
EMP01194,Marketing,Senior,Part-time,2022-01-29,Non-binary,18-25
EMP01195,Customer Service,Mid,Contract,2021-08-31,Female,56+
EMP01196,Marketing,Junior,Part-time,2021-09-19,Male,26-35
EMP01197,Customer Service,Senior,Contract,2021-06-14,Non-binary,26-35
EMP01198,Marketing,Lead,Part-time,2021-02-04,Female,26-35
EMP01199,Sales,Senior,Contract,2022-02-27,Male,46-55
EMP01200,Marketing,Mid,Full-time,2022-12-17,Non-binary,36-45
EMP01201,Sales,Mid,Full-time,2022-07-15,Male,36-45
EMP01202,Customer Service,Lead,Full-time,2021-07-08,Female,26-35
EMP01203,Sales,Senior,Full-time,2021-11-09,Male,36-45
EMP01204,HR,Lead,Full-time,2022-10-27,Female,26-35
EMP01205,Marketing,Junior,Full-time,2021-05-17,Female,46-55
EMP01206,Operations,Mid,Full-time,2021-07-23,Female,56+
EMP01207,IT,Junior,Full-time,2022-08-08,Non-binary,36-45
EMP01208,IT,Manager,Temporary,2022-10-04,Male,26-35
EMP01209,Finance,Mid,Full-time,2021-06-22,Female,18-25
EMP01210,HR,Manager,Full-time,2022-01-12,Non-binary,36-45
EMP01211,Customer Service,Junior,Part-time,2022-04-10,Male,56+
EMP01212,Marketing,Senior,Full-time,2021-09-30,Female,46-55
EMP01213,IT,Director,Full-time,2022-09-07,Non-binary,26-35
EMP01214,Legal,Lead,Full-time,2021-07-04,Female,26-35
EMP01215,IT,Mid,Full-time,2022-04-07,Female,18-25
EMP01216,HR,Manager,Temporary,2022-04-26,Female,36-45
EMP01217,Legal,Senior,Part-time,2023-01-01,Female,18-25
EMP01218,Finance,Junior,Contract,2022-07-25,Female,56+
EMP01219,Finance,Junior,Full-time,2022-09-13,Female,26-35
EMP01220,Sales,Junior,Contract,2022-02-09,Male,36-45
EMP01221,HR,Mid,Contract,2021-09-24,Female,18-25
EMP01222,Legal,Junior,Full-time,2021-11-21,Male,56+
EMP01223,Marketing,Senior,Contract,2022-05-27,Female,56+
EMP01224,Marketing,Mid,Full-time,2021-09-27,Male,26-35
EMP01225,HR,Senior,Contract,2022-05-19,Non-binary,46-55
EMP01226,IT,Junior,Full-time,2021-02-24,Male,26-35
EMP01227,Customer Service,Mid,Temporary,2021-06-17,Female,18-25
EMP01228,Customer Service,Mid,Full-time,2022-01-01,Non-binary,46-55
EMP01229,Sales,Junior,Contract,2021-05-07,Male,46-55
EMP01230,Marketing,Senior,Full-time,2022-06-05,Male,36-45
EMP01231,HR,Mid,Full-time,2021-01-05,Female,36-45
EMP01232,Finance,Junior,Temporary,2021-12-03,Male,26-35
EMP01233,Operations,Lead,Full-time,2022-08-28,Male,26-35
